AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
63,5.645626149049908,355.67444739014417,Basic,Mailed check,No,TV Shows,Yes,TV,23.80879301547914,148.06500590737352,21,Fantasy,4.920974151333339,2,Female,5,Yes,Yes,TXEVLEME4O,1
35,6.497559993940156,227.41459978790544,Standard,Electronic check,No,TV Shows,No,Computer,25.559702081694553,175.4019707112662,42,Sci-Fi,3.1707175878886873,4,Female,7,No,No,ZQTW9HT685,1
17,8.047798310786632,136.81257128337273,Standard,Mailed check,Yes,Both,No,Computer,37.62865936566085,45.17376464679063,16,Sci-Fi,4.190685124397817,5,Male,19,No,Yes,Z2ZN4XOXF5,1
14,16.266003765518104,227.72405271725344,Basic,Credit card,Yes,Both,Yes,TV,36.50755476344483,41.59327078324018,15,Fantasy,3.552964845274344,8,Male,14,No,Yes,I55LUQOWQQ,1
13,18.202909417138414,236.6378224227994,Standard,Electronic check,Yes,TV Shows,Yes,Tablet,20.23588985675909,138.67998260335082,25,Sci-Fi,4.675413712517738,7,Female,14,Yes,No,0H7SW6MIS0,1
25,14.336596817346113,358.4149204336528,Premium,Bank transfer,No,Movies,No,Tablet,38.55302582063552,61.72723394,32,Fantasy,2.5441711542640024,7,Female,2,No,No,DXG4CGOURM,0
50,18.08665707273535,904.3328536367675,Basic,Credit card,No,Movies,No,Computer,22.062654960411972,90.30882281667363,19,Drama,4.894090822470311,1,Female,22,No,No,HLZ6WRK9ZF,0
100,9.355127458,935.5127458284879,Standard,Credit card,No,Movies,Yes,Mobile,17.188879782456862,164.9817073869336,11,Sci-Fi,2.0584544981995063,5,Male,22,Yes,No,6RG7XE3TCD,1
96,12.870092353823226,1235.5288659670298,Standard,Mailed check,No,TV Shows,Yes,Computer,7.633152476144596,9.743945328504006,26,Action,1.3470149686502935,2,Female,4,Yes,Yes,F78DYU81WL,0
51,7.332933495,373.9796082637201,Premium,Mailed check,No,Movies,Yes,TV,4.896875439512328,97.45306094,23,Action,4.331170828433313,5,Female,6,No,No,7CECJWG6P4,1
74,9.498176673056163,702.8650738,Standard,Electronic check,No,Movies,Yes,Tablet,12.200748494822363,40.081043821075895,16,Drama,3.5798648653585214,4,Male,18,No,No,PP33MFP9O5,1
91,19.538836534571423,1778.0341246459996,Standard,Bank transfer,No,Movies,No,Mobile,30.573850274868303,169.06317177860635,2,Drama,2.382622156190773,7,Female,12,Yes,No,OSYBL36JN6,1
51,13.144395258033807,670.3641581597242,Standard,Bank transfer,Yes,TV Shows,Yes,TV,2.0875284595979386,38.46754829022411,24,Sci-Fi,1.5698289912940102,2,Female,2,Yes,Yes,VZ5OLJRPD4,0
32,13.049578078302709,417.5864985056867,Standard,Credit card,No,Movies,No,Computer,7.3729367648971795,22.549766851030412,48,Comedy,3.2951569294598433,4,Female,22,No,No,AWZ8N64KGH,1
27,5.6447811439838285,152.40909088756337,Premium,Credit card,No,Movies,Yes,Tablet,9.915401676537654,76.90204519512135,42,Action,4.950141794043657,7,Female,13,Yes,No,CSJ6GM1E8W,0
40,11.319466754180203,452.77867016720813,Basic,Electronic check,Yes,Movies,No,Tablet,17.97861565465596,8.230130871326793,25,Sci-Fi,2.3039381650611035,4,Female,0,Yes,No,KDW6ON0YNA,0
30,19.420416646751193,582.6124994025358,Premium,Electronic check,No,Movies,Yes,Tablet,29.29744451462912,135.81200055923657,46,Comedy,4.573811389823977,9,Female,10,Yes,No,8QNE8NN25T,1
40,18.615702595893627,744.6281038,Premium,Electronic check,Yes,TV Shows,No,Mobile,4.893096306,17.202310341962537,26,Action,3.164437338853314,6,Female,2,Yes,Yes,FB0LKGRZUQ,1
30,14.188487889224577,425.6546366767373,Premium,Mailed check,No,Both,No,Mobile,28.60664785475604,75.89829855,1,Fantasy,4.307764220864087,4,Male,19,Yes,No,ZEIHM6IIJZ,1
96,13.716946488862614,1316.8268629308109,Premium,Credit card,Yes,Movies,No,TV,9.249531501020527,63.00003550839254,18,Sci-Fi,3.7524342142299374,6,Female,14,Yes,Yes,XQZIV9VJZO,1
59,11.556927750007254,681.8587373,Premium,Electronic check,No,Movies,Yes,Mobile,26.703474033883083,179.97690504726492,32,Fantasy,1.2883797387879903,3,Male,0,Yes,No,IJZJSAAOHA,1
70,18.565829411821948,1299.6080588275363,Standard,Bank transfer,Yes,Movies,Yes,Computer,31.20470393514642,53.174655595583424,31,Fantasy,3.0534706103012734,8,Male,15,Yes,Yes,M8R240KCU9,1
82,16.943448165845872,1389.3627495993615,Basic,Electronic check,Yes,Movies,Yes,Mobile,5.157289085241749,105.02074855493953,9,Comedy,4.4204336482071165,9,Male,13,No,Yes,W4VMCE5VFS,1
89,16.95798271144409,1509.260461318524,Premium,Bank transfer,No,Movies,Yes,Tablet,27.037164184581364,157.81706908433756,17,Fantasy,2.8672622270464267,1,Female,4,Yes,Yes,AO64P1RV2W,0
70,14.930198727159407,1045.1139109011585,Standard,Mailed check,Yes,Both,Yes,Mobile,10.142633963597184,156.11946974663672,27,Sci-Fi,3.6509795536222933,9,Male,7,Yes,No,RJ6BIRE3V7,1
60,18.071391766556033,1084.283505993362,Premium,Electronic check,Yes,Movies,No,Mobile,6.254865350206799,120.01741471876397,8,Action,3.7534529061359216,7,Female,23,No,Yes,QOAWJWZ0DB,1
59,14.634071528405197,863.4102201759066,Standard,Credit card,No,Movies,Yes,Tablet,6.772499043,56.038233707349285,25,Drama,1.0112959321400612,1,Female,20,No,Yes,RRG8M5SVS8,0
8,9.017145042288938,72.13716034,Basic,Credit card,Yes,Movies,Yes,Tablet,6.409828307052781,37.345910285832126,22,Comedy,1.3417409074464213,5,Female,4,Yes,No,SWC3J211FW,1
69,7.103891619169472,490.1685217226936,Premium,Bank transfer,No,Movies,Yes,TV,32.541987974814546,77.36466957,46,Sci-Fi,3.405286599612833,2,Female,18,No,Yes,C80LLU0ZXM,1
72,15.82168810225127,1139.1615433620914,Standard,Electronic check,No,Movies,Yes,Mobile,12.31305931586452,62.653207214987845,0,Comedy,4.908673662944766,9,Female,12,Yes,No,7QCAEUU0KU,1
76,7.890853397421553,599.7048582,Premium,Credit card,No,TV Shows,Yes,Mobile,20.895919727130668,160.4797550388877,23,Drama,2.5719149350502817,5,Female,9,No,Yes,JZAQUFHB5J,0
3,11.586061692647917,34.75818507794375,Premium,Mailed check,No,Movies,No,Computer,8.085045798607307,156.97524024441026,32,Fantasy,4.611916511,4,Female,5,No,Yes,D0297SSWWL,1
65,15.18803830519535,987.2224898376978,Standard,Bank transfer,Yes,Both,Yes,Computer,39.24527798736817,148.05107163048362,29,Drama,4.5033775698114695,6,Female,23,No,Yes,9O7IYOOII8,0
36,19.068194062192845,686.4549862389424,Basic,Bank transfer,No,TV Shows,Yes,Tablet,22.066410916586314,41.210235792612075,21,Comedy,1.0434923188361802,9,Female,3,No,Yes,8ZPEHXSHUP,1
11,16.414922743429237,180.56415017772161,Premium,Bank transfer,No,TV Shows,No,Mobile,21.35230590129091,5.599354591957282,45,Comedy,4.212839767,3,Female,15,Yes,Yes,S2M6JNCO7A,1
42,19.474596087471188,817.9330356737898,Basic,Mailed check,Yes,Both,Yes,Tablet,37.950208259809784,86.38661109435208,49,Comedy,1.0103144667084196,3,Male,24,No,No,TCKV4II5UW,1
1,13.045364735874113,13.045364735874113,Standard,Mailed check,Yes,Movies,Yes,TV,20.965430171169242,25.649775799504408,34,Drama,4.0612210152433725,9,Male,9,No,Yes,Z4IC32T9RM,1
90,8.308162887568937,747.7346598812043,Standard,Electronic check,Yes,Movies,Yes,Mobile,4.1576648822734175,89.40304063942143,29,Sci-Fi,1.7299716470881568,1,Male,18,Yes,No,ZVZAXWGBIX,0
99,19.535921547020266,1934.0562331550063,Basic,Electronic check,Yes,Both,No,TV,30.424812593819972,96.76351087948474,6,Comedy,4.694083971337425,8,Female,3,No,No,XI5XG0353S,0
96,9.072284174641176,870.9392807655529,Standard,Mailed check,No,Both,No,Computer,10.08292195339758,27.14672271580593,25,Comedy,3.8856140011360356,7,Male,23,No,Yes,2M01HXOFZM,0
39,14.288662591320037,557.2578410614815,Basic,Mailed check,Yes,TV Shows,No,TV,10.687436707138787,72.73475751660186,37,Sci-Fi,4.982388877981716,7,Male,11,Yes,No,0MJ391CG6F,0
90,19.194161411266442,1727.474527,Standard,Mailed check,Yes,Movies,No,TV,35.10219537592381,61.30172484583945,33,Drama,1.6833893741111847,5,Male,21,No,No,UXX8BCFEX3,0
29,10.055302183306862,291.6037633,Basic,Credit card,No,TV Shows,Yes,Mobile,9.105655904277429,36.68573724133053,13,Action,2.6575155732357154,8,Female,18,No,Yes,VUJF9D6M4T,1
44,7.031203462485843,309.3729523493771,Basic,Bank transfer,No,TV Shows,No,Computer,12.861378528577236,119.21794289268817,6,Sci-Fi,1.932220122321863,9,Male,0,Yes,No,379X6O16IN,1
72,13.751707069600254,990.1229090112183,Premium,Credit card,No,Movies,No,Computer,21.041012872441993,108.59319712452942,1,Action,3.230100800896521,5,Female,24,Yes,Yes,10NS2D2E4M,1
1,14.469273762124457,14.469273762124457,Basic,Mailed check,Yes,TV Shows,Yes,Mobile,20.133877103626748,78.68998236754187,3,Fantasy,4.099556747937489,1,Male,19,Yes,No,BJXNKQNNQT,1
8,9.058735845,72.46988675875625,Standard,Mailed check,Yes,TV Shows,No,Computer,2.3372271801024933,97.09302119030963,41,Comedy,3.3477359384907195,3,Male,4,No,No,X1Z81YASW2,0
96,5.769179682918435,553.8412495601698,Premium,Mailed check,Yes,Both,No,Mobile,27.818592534920537,94.44422202158161,34,Comedy,1.6538332289640816,0,Female,15,No,Yes,VCSVTMNVHQ,0
44,19.91194374650846,876.1255248463722,Premium,Mailed check,No,Movies,Yes,TV,1.0705084414358998,45.9732071,40,Drama,2.6848288628578154,2,Female,13,Yes,Yes,WGXQ524F0B,1
55,15.545785669452458,855.0182118198852,Premium,Electronic check,No,Movies,Yes,Tablet,10.555785614198962,133.35686251900879,27,Drama,1.8526955556678542,4,Female,17,Yes,Yes,CQIFZ9IVYK,1
97,6.719027026072172,651.7456215290007,Premium,Electronic check,No,TV Shows,No,Mobile,31.20606338589821,13.182620654942966,41,Drama,1.4796860587396603,1,Male,12,Yes,Yes,PB2KRRPXNN,1
37,10.850876341281083,401.48242462740006,Basic,Mailed check,No,Movies,No,Tablet,19.532898843324283,106.50663358104734,21,Comedy,3.286059569659612,0,Female,7,No,No,MTSBNKWADC,1
38,5.4312217524509485,206.38642659313604,Basic,Mailed check,No,TV Shows,No,TV,38.759693754223406,31.13383689835183,43,Comedy,4.806620844804679,6,Female,14,Yes,No,ABUCJ4PRJV,1
88,7.301549753893076,642.5363783425906,Standard,Bank transfer,Yes,Movies,No,Computer,9.527938382802077,164.6473437560604,24,Comedy,2.6862129734877493,2,Male,24,No,Yes,ET614GFHEF,0
101,13.354285210003383,1348.7828062103417,Basic,Electronic check,Yes,TV Shows,No,TV,23.363331299046397,125.33241498739424,31,Comedy,1.5692571950474616,7,Female,19,No,Yes,CNMKO3QJKE,1
70,17.28113911559371,1209.6797380915598,Standard,Bank transfer,Yes,TV Shows,Yes,Mobile,12.619466258638521,65.04037093736281,39,Drama,4.740352067569506,0,Female,9,Yes,Yes,O65B3RVF86,1
9,9.455943405565362,85.10349065008826,Basic,Electronic check,No,TV Shows,No,TV,26.259141429676205,74.03613585376021,1,Comedy,2.3536046036774745,1,Female,20,No,No,Y6FIOS9IUI,1
48,11.705436061988532,561.8609309754495,Standard,Credit card,No,Both,No,TV,22.378436203926334,114.1737532884666,12,Sci-Fi,4.492469874110418,7,Female,5,Yes,No,F353EEGNA7,1
22,16.837167810612844,370.41769183348254,Standard,Electronic check,No,Movies,Yes,Mobile,16.80337883299547,159.16443366440558,36,Action,1.9802264662609956,7,Male,12,No,No,XR7TBI1QJO,0
73,12.665882545266061,924.6094258044225,Premium,Credit card,No,Both,Yes,Tablet,29.690799679209913,83.90453283,2,Fantasy,1.5703039368605904,1,Male,16,No,No,P9RH4L5L7X,1
85,13.722243732231757,1166.3907172396994,Basic,Electronic check,No,Both,No,TV,12.375996638127543,134.33684753398921,3,Sci-Fi,3.049532583103781,2,Female,4,Yes,No,2QYDYTLH7L,1
8,16.455200165923408,131.64160132738726,Premium,Mailed check,No,TV Shows,No,Tablet,7.172556200985282,22.595647538401256,33,Sci-Fi,1.7978379545377403,1,Female,1,No,No,I8HB55Z5VN,0
27,15.929649423956802,430.10053444683365,Basic,Mailed check,No,Movies,No,Tablet,31.19696328957465,161.71137268049475,48,Sci-Fi,4.7822979956416125,5,Male,17,Yes,Yes,DPEZVMSN1E,1
21,5.022672174526369,105.47611566505375,Standard,Mailed check,No,Both,Yes,TV,14.730519757792758,132.01405183177968,1,Fantasy,2.251392883954403,0,Male,15,No,No,EWT5LGPB83,1
49,11.07969378392816,542.9049954124798,Premium,Credit card,No,Both,Yes,Mobile,12.171551984179192,20.00079612082867,5,Fantasy,3.508158926519939,5,Female,0,No,No,JCYB0INQ9C,1
95,12.246634756071371,1163.4303018267804,Standard,Mailed check,Yes,Movies,Yes,Computer,15.459363584891053,90.21817268466727,33,Drama,2.942524117733352,9,Female,24,Yes,Yes,OSY2C5BAG4,0
51,18.305285976138187,933.5695847830475,Basic,Electronic check,Yes,Movies,Yes,Tablet,33.453784299494636,43.67031171381159,17,Sci-Fi,2.5034323396641076,3,Male,12,Yes,No,ZA66ZIPLWW,1
2,9.449671436,18.89934287,Standard,Bank transfer,No,Movies,Yes,TV,9.436457140917216,85.67615466,41,Fantasy,1.7144943180428722,3,Female,6,No,Yes,OS5UC1W7K3,1
60,14.883935287564446,893.0361172538668,Premium,Electronic check,Yes,TV Shows,No,TV,2.1555762585674456,22.89087545386874,3,Action,3.1934133053763225,2,Male,16,Yes,No,W7QLLDRQZW,1
42,19.649529799486565,825.2802515784357,Standard,Bank transfer,No,TV Shows,Yes,TV,37.79376560330918,151.85112669836047,5,Fantasy,1.9711674914439654,1,Male,15,Yes,Yes,GE5NVXVVX5,1
60,13.77217071235623,826.3302427413738,Standard,Bank transfer,No,TV Shows,Yes,Tablet,3.117406627180039,167.60432330256475,3,Drama,1.9753152895545023,1,Female,18,No,No,DPBIDETPUB,1
54,19.601071732441675,1058.4578735518505,Premium,Electronic check,No,TV Shows,Yes,Computer,20.51086999950184,39.273599443122116,14,Fantasy,2.6845339462165225,8,Male,19,Yes,No,SJE5O54BJO,1
27,12.307522845070586,332.30311681690586,Standard,Bank transfer,Yes,Both,Yes,Tablet,8.033422030743116,72.98339623095069,25,Sci-Fi,1.3322392633903717,4,Female,2,Yes,No,WUG25X4S78,1
13,18.494635956448967,240.43026743383658,Premium,Mailed check,No,Movies,Yes,TV,18.393829644196288,101.6853119200788,42,Fantasy,1.8245243188995763,6,Male,12,Yes,No,37IVW4RPAN,1
73,9.253832956430966,675.5298058194605,Basic,Credit card,No,TV Shows,No,Tablet,5.332992595864535,60.70105175922945,35,Action,3.4781793185462773,9,Male,16,Yes,No,W1MX6QCZTE,0
1,17.917144213629335,17.917144213629335,Standard,Bank transfer,Yes,Both,No,Tablet,4.949841820954787,177.6690221036066,25,Sci-Fi,3.615438729,7,Female,16,Yes,Yes,0J7W0VEG2P,1
62,13.59971052381809,843.1820524767215,Standard,Credit card,Yes,TV Shows,Yes,Tablet,19.353780852206935,106.54432486067195,7,Comedy,4.410659521164134,2,Female,16,Yes,No,Z920HG7IV6,1
102,19.808536777049028,2020.4707512590007,Basic,Credit card,No,TV Shows,Yes,Mobile,25.621653156229392,43.763830003036915,0,Comedy,1.9305422693279395,5,Female,24,No,No,C9V3KGZM8O,1
105,13.085004456363285,1373.925467918145,Standard,Bank transfer,Yes,Both,No,Mobile,6.671963272333786,18.170788302507905,4,Comedy,3.4019953149882287,6,Female,22,No,Yes,8ZRZPE5VAL,1
30,9.075980444,272.27941330561646,Basic,Credit card,Yes,TV Shows,No,Tablet,14.433761534861866,14.341059704694912,2,Drama,2.203423926396194,4,Female,19,Yes,Yes,BIYVSN6EM8,1
109,15.769611068273687,1718.8876064418318,Basic,Mailed check,No,Movies,No,Mobile,20.22634339,72.89396644547683,33,Fantasy,4.541846169661351,4,Female,20,Yes,No,PH7F1JCS6P,1
103,14.683387990129036,1512.3889629832906,Standard,Electronic check,Yes,TV Shows,Yes,Computer,29.40965488987932,44.40788242929517,35,Sci-Fi,3.775806367935747,1,Male,7,Yes,Yes,X1HC754YUT,0
104,12.224335491397413,1271.330891105331,Standard,Electronic check,Yes,Both,No,Tablet,3.129986251868057,19.162199378051604,30,Fantasy,2.1168839739736542,5,Male,21,No,No,4JKALYJ1FZ,1
46,10.367790010142498,476.9183404665549,Basic,Mailed check,Yes,Both,No,Mobile,10.83160354119971,177.39968474893757,9,Fantasy,1.8799696071692646,2,Female,15,No,No,SAP9U1PYIW,1
3,13.968595093744684,41.90578528123405,Premium,Credit card,Yes,Both,No,Mobile,4.5968206193827434,65.52564609552054,23,Drama,1.695130595,5,Female,22,Yes,No,OS7XIRBLVC,0
51,17.410765551374467,887.9490431200978,Standard,Mailed check,Yes,Movies,Yes,Mobile,18.926696645280238,33.78032017597265,41,Drama,4.497724118476488,2,Female,0,No,No,2HZDQ3P2KR,0
31,17.873609828275914,554.0819046765533,Standard,Electronic check,Yes,Movies,Yes,Mobile,36.223016439567616,45.70641096930997,8,Fantasy,2.2656513098045234,9,Female,16,No,No,TB1PCK7ONX,1
59,17.070004120913108,1007.1302431338734,Standard,Mailed check,Yes,Both,No,Tablet,4.762067093,108.2219203871195,42,Sci-Fi,1.803983202230342,5,Female,3,Yes,Yes,U5YBWMEUHQ,1
86,16.258421401789178,1398.2242405538693,Basic,Bank transfer,Yes,TV Shows,No,Computer,10.519254426378943,14.82295645084953,48,Sci-Fi,4.125107519261456,8,Female,2,No,Yes,IOYUIW5GTY,1
37,14.944605083537981,552.9503880909053,Basic,Bank transfer,Yes,TV Shows,No,Computer,17.32736668417352,47.701197202135326,17,Sci-Fi,2.2565181994035575,4,Female,14,Yes,Yes,RX4ZD95IMV,1
69,14.462366556205385,997.9032923781716,Premium,Mailed check,No,Both,Yes,Computer,13.548545448251575,30.592917345651227,1,Drama,3.5216193646707494,0,Female,18,No,Yes,2HSXW5PNV3,1
115,10.387760453219485,1194.5924521202408,Premium,Credit card,No,Movies,Yes,Tablet,33.41303572,73.02693633485079,13,Comedy,4.104365679,8,Male,20,No,Yes,0Z5B43MPTT,1
75,5.025342166274169,376.9006624705627,Premium,Bank transfer,No,TV Shows,No,Tablet,27.047159509759336,70.22175380612596,30,Fantasy,1.6643872179498076,1,Female,14,No,Yes,6P8EJIO7QJ,1
83,7.840797097041704,650.7861590544615,Standard,Credit card,Yes,TV Shows,Yes,Computer,15.716537469113668,38.81568840625458,31,Sci-Fi,4.578908499941953,4,Female,2,Yes,No,3866VCEQJY,1
109,16.713257640729523,1821.745082839518,Standard,Mailed check,No,Both,Yes,Computer,16.087283356361972,11.238461485454327,40,Comedy,1.3752037931005554,1,Male,24,Yes,Yes,DM1MOWVOVN,1
42,14.705053977801787,617.6122671,Standard,Bank transfer,Yes,TV Shows,Yes,Tablet,16.733069582303273,152.71997154941184,9,Action,1.533646977071188,5,Female,19,Yes,No,GFOTS9PCU8,1
71,7.541161874851209,535.4224931144358,Premium,Credit card,Yes,TV Shows,Yes,TV,1.5510263587501225,82.40507897777255,21,Comedy,3.4569548333945277,2,Male,0,No,No,ACJ5IUN8H4,1
108,13.010643675863404,1405.1495169932477,Premium,Mailed check,No,Movies,No,Tablet,3.1284779574737813,69.81995949489588,36,Action,1.472020150551653,9,Female,7,Yes,Yes,BFIXRI7SUU,1
41,16.736360926707345,686.1907979950012,Premium,Credit card,No,Both,Yes,Mobile,6.817460808661589,8.178607654,12,Comedy,2.4634215638563606,1,Male,13,No,No,E2YIMO0LWO,1
95,6.750869430093625,641.3325958588944,Standard,Mailed check,Yes,Both,Yes,Mobile,34.244319949997376,176.85394042680872,9,Sci-Fi,1.8695759832452983,0,Female,19,No,Yes,580CH2QDEJ,0
47,11.085555368098849,521.0211023006459,Standard,Mailed check,No,Both,Yes,Computer,27.07212116214507,140.5390884014792,44,Sci-Fi,1.9322151405067411,1,Female,17,Yes,Yes,HC1YUONKVJ,1
64,5.344925270101413,342.07521728649044,Premium,Electronic check,Yes,TV Shows,No,Mobile,30.65761141702444,33.69214960891762,13,Drama,2.9318545407901455,9,Female,21,Yes,No,EDUN7ZPDW1,1
11,17.953567188272917,197.4892390710021,Premium,Mailed check,Yes,Movies,No,TV,6.385871722405355,101.49019312828295,22,Drama,3.3205045698458333,3,Female,8,No,No,J1PPWG4HE6,0
101,19.855973887214482,2005.4533626086627,Standard,Electronic check,Yes,TV Shows,Yes,Computer,19.99439371,118.56213402681028,21,Comedy,1.6629373250999349,0,Female,19,Yes,Yes,Y5OLJ0RZGU,0
98,6.478970146945133,634.9390744,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,21.195537775551422,31.355952107601592,45,Action,1.025885184815711,7,Female,9,No,Yes,FUFA2LCC6X,0
56,7.388116616504081,413.73453052422855,Basic,Credit card,No,Movies,No,Tablet,34.22059055973513,94.83406971377347,3,Comedy,1.3369641219815822,4,Male,12,Yes,No,U2YMGJ90KO,0
28,10.729422854441626,300.42383992436555,Premium,Electronic check,Yes,TV Shows,Yes,TV,32.35531036,35.66415411867556,8,Drama,1.1434397552353794,5,Male,9,Yes,Yes,WX8TQFOYL1,1
91,7.667420321,697.7352492250048,Standard,Bank transfer,No,Movies,Yes,TV,18.93791903357845,26.59723511751535,12,Action,4.701492926902648,9,Male,15,No,Yes,CKIDZERI7Z,1
2,14.18468991982813,28.36937983965626,Basic,Bank transfer,No,Both,Yes,TV,1.7977530703241675,58.19361429904945,49,Action,3.336184191012208,6,Male,7,No,No,0514PSMSBK,1
101,18.662034319375017,1884.8654662568767,Premium,Credit card,No,Both,Yes,Tablet,7.552800958296663,125.03374749841645,29,Drama,3.610693066872758,8,Female,9,No,No,2HS8PH3U08,0
16,15.259377697617726,244.15004316188362,Basic,Electronic check,Yes,TV Shows,No,TV,34.729252920898766,15.222018899839991,33,Sci-Fi,1.167076683,7,Female,18,No,No,R4DCXXN8Q6,1
62,15.588710389763987,966.5000441653672,Basic,Credit card,Yes,Movies,No,TV,21.380008400671596,39.988758754903145,15,Sci-Fi,3.2095754348813834,3,Female,7,Yes,Yes,JOMR5ZIHDT,0
99,18.507027305231333,1832.1957032179018,Premium,Bank transfer,No,TV Shows,Yes,Mobile,3.778766150332818,74.43364824466394,47,Sci-Fi,4.330014995993341,3,Female,17,Yes,Yes,A1JB2VO8CT,0
3,19.93090536828639,59.79271610485917,Basic,Electronic check,Yes,Movies,Yes,Computer,4.748690935009019,158.9482374822672,12,Drama,4.560969447,6,Female,2,No,No,HD210NGSFO,1
66,17.368417536772363,1146.3155574269758,Standard,Credit card,No,Movies,No,TV,5.641008661399326,18.98867244478336,15,Sci-Fi,4.080390298928347,4,Female,24,Yes,No,MTZ67VDXL0,1
26,18.947421739613382,492.63296522994796,Standard,Electronic check,No,Movies,No,Mobile,29.075202158517712,47.081742997235295,27,Comedy,4.111978872206116,9,Male,2,No,No,CQ9TQA28W9,1
46,16.00945727636434,736.4350347127597,Basic,Mailed check,No,Movies,Yes,Tablet,1.5922238760942145,95.80711588624894,33,Fantasy,1.689900722181072,4,Male,23,No,Yes,U581476FPG,1
15,17.789937255753074,266.8490588362961,Basic,Credit card,No,Movies,No,Mobile,5.774331079542341,93.62721337494634,42,Drama,4.312896537664675,0,Female,1,Yes,Yes,RTULXBHVHR,0
7,14.741199017761561,103.18839312433093,Basic,Bank transfer,Yes,Both,Yes,TV,35.40055486941834,179.61236533403238,38,Sci-Fi,3.2693998218386384,8,Female,15,Yes,Yes,MOHVF9IHGI,1
30,16.31598489769182,489.4795469307546,Basic,Credit card,No,Both,Yes,TV,15.932661353810703,18.037305365232392,17,Action,4.461997646376618,4,Female,12,No,No,7BHEDSZXUT,1
117,19.687641831492684,2303.454094284644,Premium,Bank transfer,No,Movies,No,Mobile,32.74304684,64.09026481600534,2,Drama,3.3263082155760517,9,Female,2,No,No,7N0DBH8GAG,1
21,16.568913694802536,347.9471875908533,Basic,Mailed check,Yes,Both,No,Computer,36.29913669974878,24.34952838781929,29,Comedy,3.0812651601724634,1,Female,12,Yes,No,NQX03NWIPM,1
60,15.669301474605664,940.1580884763398,Premium,Credit card,Yes,TV Shows,No,Mobile,34.062078226693764,15.853514762424506,44,Drama,4.206411600252174,7,Female,24,No,Yes,8IFVL8OEF4,0
47,18.459603521949248,867.6013655316146,Premium,Electronic check,Yes,Movies,No,Mobile,23.49275830956894,92.65273434843859,28,Comedy,4.572730921091991,2,Male,23,Yes,Yes,TQT8MD3AI2,1
84,10.648051078151273,894.4362906,Basic,Bank transfer,Yes,Both,Yes,Tablet,17.052035750278076,86.66660952038436,19,Sci-Fi,3.356296531,9,Male,13,No,No,F1P4N066XF,1
99,13.783647627222454,1364.5811150950228,Standard,Electronic check,No,TV Shows,Yes,Tablet,11.825905177067161,86.35057807898411,4,Fantasy,2.9660896751779373,7,Female,15,Yes,No,WQKCQ5BYAY,0
51,8.368518001,426.79441806106075,Standard,Mailed check,Yes,Both,No,Mobile,8.025556909412714,41.05803106837274,42,Drama,4.6276507375153955,7,Male,3,Yes,Yes,BKUUVJQ524,1
76,15.044134312657334,1143.3542077619575,Standard,Mailed check,No,TV Shows,No,Computer,34.20511687713277,47.17741893259162,7,Drama,3.9936998508686297,4,Female,20,Yes,Yes,LT5MWQZ10F,1
53,11.723249257525403,621.3322106488464,Basic,Credit card,No,Both,No,Tablet,31.55603577702862,109.03956339993682,33,Drama,3.262726626490896,4,Male,6,Yes,Yes,R0DQCME0I3,0
30,9.699551967820774,290.9865590346232,Basic,Bank transfer,No,Both,No,Mobile,19.633284669069916,173.29250782347518,7,Action,4.081529764874257,7,Female,18,No,No,MT5RZUWR91,1
61,9.642909258,588.2174647320824,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,25.09020602548326,58.43062986080334,47,Action,4.223675137316955,5,Female,4,No,No,TKXY6HXO0A,0
15,16.692872737502203,250.39309106253305,Standard,Bank transfer,Yes,TV Shows,Yes,Mobile,5.548181238124737,154.59170462093434,27,Comedy,1.9654445184348353,6,Male,2,Yes,Yes,2S6E7F5NB5,1
45,14.436368216160023,649.6365697,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,7.445545683968305,39.473081971606575,36,Fantasy,2.703564285194588,9,Female,4,Yes,Yes,ZQZR4QL8QW,0
34,14.138039371770393,480.69333864019336,Premium,Bank transfer,No,TV Shows,No,TV,24.419595654178778,64.85157946,1,Comedy,1.1817145620448524,0,Female,22,No,Yes,VFQH8RW1EX,1
22,13.800033282176278,303.60073220787814,Basic,Mailed check,Yes,Movies,No,Tablet,2.4737583603442137,13.832505459046208,20,Sci-Fi,4.531877750881129,3,Female,10,Yes,No,QBC2XN2NKM,1
74,13.225292905191788,978.6716749841924,Premium,Electronic check,No,TV Shows,No,Computer,23.989890470392535,16.10809121058645,15,Drama,4.159016948264785,6,Male,17,No,Yes,V4X2CLDWKS,1
101,5.1790692677028165,523.0859960379845,Basic,Bank transfer,No,Movies,No,Tablet,3.8843197247006285,60.56931422992114,9,Drama,3.050330173749758,3,Male,1,Yes,Yes,AVMMGTBELT,1
43,16.570527693361882,712.5326908,Standard,Credit card,Yes,Both,No,TV,15.254744265965112,77.41004592824643,8,Sci-Fi,1.134492941465659,0,Male,11,No,Yes,DZ7H862004,0
